ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2023
MAC,Macao SAR,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",56.651
MAC,Macao SAR,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",65.491
MAC,Macao SAR,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","92,409.15"
MAC,Macao SAR,Output gap in percent of potential GDP,Percent of potential GDP,,,
MAC,Macao SAR,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 2001 Primary domestic currency: Macanese pataca Data last updated: 09/2022",18.636
MAC,Macao SAR,Gross national savings,Percent of GDP,,,
MAC,Macao SAR,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2.435
MAC,Macao SAR,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition Primary domestic currency: Macanese pataca Data last updated: 09/2022,2.65
MAC,Macao SAR,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,33.184
MAC,Macao SAR,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,5.076
MAC,Macao SAR,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,0
MAC,Macao SAR,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",22.825
MDG,Madagascar,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.181
MDG,Madagascar,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",56.479
MDG,Madagascar,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,897.40"
MDG,Madagascar,Output gap in percent of potential GDP,Percent of potential GDP,,,
MDG,Madagascar,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2018. 2019 and 2020 are preliminary data National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Malagasy ariary Data last updated: 08/2022,20.417
MDG,Madagascar,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2018. 2019 and 2020 are preliminary data National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Malagasy ariary Data last updated: 08/2022,15.29
MDG,Madagascar,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",8
MDG,Madagascar,Unemployment rate,Percent of total labor force,,,
MDG,Madagascar,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,14.191
MDG,Madagascar,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.824
MDG,Madagascar,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,53.084
MDG,Madagascar,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-5.127
MWI,Malawi,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.507
MWI,Malawi,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",37.239
MWI,Malawi,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,638.39"
MWI,Malawi,Output gap in percent of potential GDP,Percent of potential GDP,,,
MWI,Malawi,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2020. Since 2011 we have used IMF staff's and Malawian authorities' combined estimates for National Accounts data. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2017. Rebased to 2017 from 2010 Chain-weighted: No Primary domestic currency: Malawian kwacha Data last updated: 08/2022,11.73
MWI,Malawi,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2020. Since 2011 we have used IMF staff's and Malawian authorities' combined estimates for National Accounts data. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2017. Rebased to 2017 from 2010 Chain-weighted: No Primary domestic currency: Malawian kwacha Data last updated: 08/2022,-1.195
MWI,Malawi,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",16.509
MWI,Malawi,Unemployment rate,Percent of total labor force,,,
MWI,Malawi,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,16.982
MWI,Malawi,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-7.957
MWI,Malawi,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,74.502
MWI,Malawi,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-12.925
MYS,Malaysia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.38
MYS,Malaysia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,185.31"
MYS,Malaysia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","35,353.62"
MYS,Malaysia,Output gap in percent of potential GDP,Percent of potential GDP,,,
MYS,Malaysia,Total investment,Percent of GDP,,"Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2021 Notes: GDP was rebased by the National Statistical Office, new base year is 2015. The official series starts in 2015. Data prior to that is spliced based on the old series. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015. Data prior to 2015 are spliced by the country team. Chain-weighted: No Primary domestic currency: Malaysian ringgit Data last updated: 09/2022",21.178
MYS,Malaysia,Gross national savings,Percent of GDP,,"Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2021 Notes: GDP was rebased by the National Statistical Office, new base year is 2015. The official series starts in 2015. Data prior to that is spliced based on the old series. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015. Data prior to 2015 are spliced by the country team. Chain-weighted: No Primary domestic currency: Malaysian ringgit Data last updated: 09/2022",23.413
